Serial number,text,unix timestamp (milliseconds),whisper_assigned_categories,country,region,Hate targets extracted from the whisper text,Hate categories assigned by us
261,"I don't like dirty people. If you want too live in a mess, please don't expect me to stick around.",1403629758768,Confessions,,,dirty people,behavior
262,I hate gay people,1403630745430,,,,gay people,sexual_orientation
263,"I'm so sick of skinny people being all like ""I need to lose weight""
Until you nearly set yourself alight from your thighs rubbing together, shut the fuck up!! ",1403631163928,Health and Wellness,,,skinny people,physical
264,I'm  secretly a white knight and I hate black people with a passion ,1403637450535,Confessions,United States,Oregon,black people,race
265,I hate rich people god damnit. Cuz I ain't ever had a lot damnit. ,1403637930426,,,,rich people,class
266,I hate needy people,1403639243077,Confessions,United States,Texas,needy people,behavior
267,I hate ignorant people someone be my everyday whisper buddy im a guy,1403639785898,,United Kingdom,,ignorant people,behavior
268,I absolutely hate rude people uhhhhh,1403642556551,Confessions,United States,Georgia,rude people,behavior
269,"I really hate pushy people.  don't tell me what to do, I'll do what I want.",1403645022469,,,,pushy people,behavior
270,I am 5'10 & never go over 150 pounds. I want to lose 10-20pds & at least stay under 140 weight... I hate fat people ,1403645901190,Health and Wellness,,,fat people,physical
271,I don't like black people or gays is there something wrong with me?,1403646767154,"LGBTQ,Q and A",,,black people,race
272,"Sometimes I hate old people. Grandma thinks she can boss me around because she knows everything. Woman, your old, it's 2014, you don't know me. Don't try to run my life. 
Thanks -_-",1403651726508,Family,,,old people,physical
273,"I hate judgmental people.
Seriously, if someone is happy doing something you disapprove of, just let them me. They aren't effecting you, so stfu💕",1403660531946,Confessions,United States,California,judgmental people,behavior
274,I hate dirty people,1403665491744,,,,dirty people,behavior
275,I hate fat people,1403665529974,Health and Wellness,United States,North Carolina,fat people,physical
276,I despise negative people !!,1403666205974,Parenting,United States,New York,negative people,behavior
277,I hate whiny people,1403668838879,Confessions,,,whiny people,behavior
278,I hate black people. Yeah I said it,1403670268242,Confessions,United States,Connecticut,black people,race
279,"I can't stand weak people. Worse, I can't stand weak people who whine about it. Strap on a pair and get on with it like the rest of us do.",1403716655114,Confessions,United Kingdom,England,weak people,physical
280,I hate negative people and want to balance them out. If you want to help me balance out the negative in the world. Please message me.,1403720303527,Meet Up,,,negative people,behavior
281,I hate black people,1403721720478,Confessions,,,black people,race
282,"I was actually ridiculed for not going to Seattle pride today. Sorry, but I actually have a job and can't take an afternoon off in the middle of the week. That MUST mean I hate gay people. Smh. ",1403724448993,,Canada,Washington,gay people,sexual_orientation
283,"secretly i hate fat people, except preggos and people with thyroid conditions. cuz at the point of adulthood, if youre still fat, its your fault. ",1403730591608,Health and Wellness,United States,California,fat people,physical
284,I hate gay people,1403732401504,LGBTQ,,,gay people,sexual_orientation
285,I can't stand fake people. ,1403735232762,Confessions,,,fake people,behavior
286,"I hate gay people. No matter what people say or how they react, that will never change. 

I think I am Homophobic…",1403736828350,LGBTQ,,,gay people,sexual_orientation
287,I hate dumb people. Today someone tried to convince me that grass hibernates in the Summer. WTF,1403739507151,Confessions,Canada,Washington,dumb people,other
288,I hate fake people,1403740477713,,United States,Georgia,fake people,behavior
289,I'm so sick of selfish people!!,1403742772805,Parenting,United States,Arizona,selfish people,behavior
290,I hate gay people,1403751687695,LGBTQ,United States,Michigan,gay people,sexual_orientation
291,"I hate fat people so much I went a bought a container of chicken mcnuggets, climbed a tree in the parking lot, and chucked them at all the obese people who walked in",1403756023523,Confessions,United States,Maine,fat people,physical
292,I have no use for fake people,1403762122505,Confessions,,,fake people,behavior
293,I love getting drunk but I hate drunk people. They aggravate me so much!!,1403765317984,Drugs and Alcohol,United States,Florida,drunk people,other
294,I'm allergic to stupid people,1403766135511,Health and Wellness,United States,New York,stupid people,other
295,I hate shallow people. They suck ,1403770442650,Confessions,United States,Illinois,shallow people,other
296,"I know people will hate me but this is the only place I can say it, I hate black people but only because they give me reasons too ",1403770532561,,United States,California,black people,race
297,"You know what I hate fat people, not because they are fat but because it shows you a physical example of that persons will power of just how weak there mind is, that they would let them self go so far when it's so easy to stay in shape ",1403795190162,Health and Wellness,Australia,Western Australia,fat people,physical
298,I'm not gay but I hate gay people,1403804785945,LGBTQ,United States,North Carolina,gay people,sexual_orientation
299,"I say I hate shallow people and I do. But I can't help who I'm attracted to. If I don't find you attractive, I won't let you get close enough to experience your personality. 
It is what it is. Sorry. ",1403813781089,Confessions,,,shallow people,other
300,I absolutely cannot stand immature people. ,1403820047765,Advice,United States,Georgia,immature people,behavior
301,I hate rude people!  ,1403831283436,Confessions,United States,California,rude people,behavior
302,I can't stand nosy people...,1403834788523,Confessions,,,nosy people,behavior
303,"I Have No Problem With Gays Being Together But, I HATE Black People. ",1403848737633,LGBTQ,United States,Missouri,black people,race
304,I hate racist people ugh,1403852967983,Confessions,,,racist people,race
305,I hate ratchet people😒,1403860241469,Confessions,United States,Mississippi,ratchet people,class
306,"Until I'm super rich, i fucking hate rich people!",1403869211564,Money,,九龍,rich people,class
307,I hate fake people,1403871882388,,,,fake people,behavior
308,"I feel shallow for this, but ever since I lost a lot of weight I look down on obese people who have the ability to do the same. Hard work. ",1403877887841,Confessions,United States,Washington,obese people,physical
309,I hate dumb people! They're so annoying ,1403882290277,Confessions,,,dumb people,other
310,I hate fake people.,1403883625299,Confessions,United States,Connecticut,fake people,behavior
311,"I hate judgmental people.
Don't comment on shit you don't understand!",1403889741739,Confessions,United States,Utah,judgmental people,behavior
312,I'm so sick of stupid people. seems like all the people on whisper are idiots... fucking idiots.  I hope the world ends soon 😅 😀😁,1403896029671,Confessions,,,stupid people,other
313,I loathe stupid people. That should all die ,1403912377195,Confessions,,,stupid people,other
314,"I secretly hate white people, and I'm half white",1403922764431,,,,white people,race
315,I don't know why but I hate Chinese people and their accents ,1403926473998,Food,United States,Massachusetts,chinese people,ethnicity
316,I hate black people,1403927624916,Confessions,,,black people,race
317,I secretly hate black people and Mongolia ,1403932279198,Confessions,,,black people,race
318,I hate old people and babies,1403932411012,Parenting,,,old people,physical
319,"I hate fat people so much , where's your fucking self control ? ( by fat I mean anything over 130 for women and 180 for men )",1403932554466,"Health and Wellness,Q and A",United States,Texas,fat people,physical
