Tweet id (you need to refetch them using Twitter API),Hate targets extracted from the tweet text,Hate categories assigned by us
 480012306240512000 ,selfish people,behavior
 480025409245831168 ,fake people,behavior
 480025522484047872 ,fake people,behavior
 480025820267053056 ,fake people,behavior
 480045269287849984 ,white people,race
 480047454507659264 ,shitty people,behavior
 480049224491749376 ,white people,race
 480050184991154177 ,white people,race
 480051766268919808 ,white people,race
 480054572228935680 ,ungrateful people,behavior
 480060318417035265 ,flakey people,behavior
 480065494200750080 ,new people,other
 480070414106759171 ,stupid people,other
 480074436444311552 ,white people,race
 480079033435041794 ,negative people,behavior
 480080149086736384 ,gay people,sexual_orientation
 480096372687794177 ,drunk people,other
 480101061890301952 ,childish people,behavior
 480103091933818880 ,fake people,behavior
 480105193296891904 ,white people,race
 480120552829382657 ,dumbass people,other
 480128811430723585 ,sneaky people,behavior
 480135404885405696 ,fake people,behavior
 480142736520015873 ,serious people,behavior
 480146993730584576 ,white people,race
 480148784714768384 ,ugly people,physical
 480149598389145600 ,disrespectful people,behavior
 480154954527547392 ,white people,race
 480155545899249664 ,ignorant people,behavior
 480156946813575168 ,white people,race
 480160344195612676 ,tall people,physical
 480165729665556480 ,sneaky people,behavior
 480181076628082688 ,fake people,behavior
 480182150390882304 ,bossy people,behavior
 480184654373597184 ,slow people,behavior
 480190056657739778 ,disrespectful people,behavior
 480195886710943744 ,white people,race
 480203583267540992 ,white people,race
 480204883522355200 ,stupid people,other
 480206133433749504 ,immature people,behavior
 480224579969761280 ,cocky people,behavior
 480241042625527808 ,fake people,behavior
 480241063597064192 ,white people,race
 480267978416852992 ,ignorant people,behavior
 480339604571430912 ,indecisive people,other
 480352384590561281 ,cocky people,behavior
 480355568087879681 ,bitchy people,behavior
 480368796905922561 ,emotional people,behavior
 480371837801484288 ,white people,race
 480372836037828608 ,unappreciative people,behavior
 480379068744224768 ,unappreciative people,behavior
 480387864228687875 ,white people,race
 480388233302249474 ,fake people,behavior
 480389424488787968 ,irrelevant people,other
 480391114814271489 ,petty people,behavior
 480398727468040192 ,fake people,behavior
 480412786754060288 ,black people,race
 480418793017995264 ,white people,race
 480430604161282048 ,white people,race
 480434592953163776 ,rude people,behavior
 480436895617650688 ,rude people,behavior
 480437306667839489 ,rude people,behavior
 480439223485739008 ,fake people,behavior
 480447020671320065 ,white people,race
 480474048787668994 ,pretty people,physical
 480498824528412672 ,new people,other
 480502570058649600 ,drunk people,other
 480504600076636160 ,loud people,behavior
 480507154399387648 ,fake people,behavior
 480512737022599168 ,black people,race
 480517833135112192 ,shady people,behavior
 480518256722456576 ,ignorant people,behavior
 480528306279055360 ,ratchet people,class
 480534731973337088 ,ungrateful people,behavior
 480535008793227264 ,fake people,behavior
 480538108396863488 ,shady people,behavior
 480546496983465984 ,judgemental people,behavior
 480551622431346688 ,lazy people,behavior
 480553140781998080 ,white people,race
 480560795390984192 ,cocky people,behavior
 480561080583069696 ,fake people,behavior
 480563978829983745 ,drunk people,other
 480566990373797888 ,selfish people,behavior
 480569515328430080 ,sneaky people,behavior
 480570467426635776 ,negative people,behavior
 480572036108935168 ,complicated people,behavior
 480573701235027968 ,sensitive people,behavior
 480577731978342400 ,negative people,behavior
 480579606836047874 ,fake people,behavior
 480580386976587776 ,inconsiderate people,behavior
 480580852527935488 ,white people,race
 480581250991026177 ,stupid people,other
 480584417702727681 ,black people,race
 480592600773062656 ,negative people,behavior
 480597755568467968 ,stingy people,behavior
 480597965279461376 ,disrespectful people,behavior
 480598061761044480 ,unappreciative people,behavior
 480599668163096577 ,drunk people,other
 480605833789980672 ,temporary people,other
 480612687291097088 ,drunk people,other
 480678034547417088 ,obnoxious people,behavior
 480718559925252098 ,nosey people,behavior
 480738839401889792 ,ugly people,physical
 480739263021985792 ,old people,physical
 480742912041312257 ,corny people,behavior
 480754161194369026 ,stupid people,other
 480755197153533952 ,ignorant people,behavior
 480772414788603904 ,fake people,behavior
 480780866294403072 ,selfish people,behavior
 480783915565584385 ,negative people,behavior
 480790420935700480 ,white people,race
 480791050097668096 ,white people,race
 480792849416343552 ,broke people,class
 480800948626128896 ,white people,race
 480802638930247680 ,white people,race
 480803217769381888 ,ignorant people,behavior
 480808800379613185 ,rude people,behavior
 480809660199350272 ,fake people,behavior
 480816496914886657 ,judgemental people,behavior
 480824071823695872 ,ungrateful people,behavior
 480827368550830080 ,fake people,behavior
 480828660417449984 ,black people,race
 480837980156747777 ,rude people,behavior
 480838227604275202 ,gay people,sexual_orientation
 480838315675901952 ,dramatic people,behavior
 480840354111844352 ,rude people,behavior
 480841104921616385 ,messy people,behavior
 480841717273600000 ,black people,race
 480841847313817600 ,white people,race
 480843604718387200 ,pretentious people,behavior
 480845001396862976 ,negative people,behavior
 480851737482252288 ,selfish people,behavior
 480854514090520576 ,messy people,behavior
 480867147346751488 ,sometimey people,other
 480867206071599105 ,white people,race
 480877683438403584 ,black people,race
 480881248571641857 ,conceited people,behavior
 480882125215133696 ,white people,race
 480883635164172288 ,white people,race
 480886386589827072 ,nosey people,behavior
 480887883960557568 ,negative people,behavior
 480890081788448770 ,white people,race
 480890568336478208 ,black people,race
 480891386229964800 ,judgmental people,behavior
 480892766134603776 ,judgmental people,behavior
 480892975854002176 ,white people,race
 480895312089714688 ,rude people,behavior
 480896570393501698 ,gay people,sexual_orientation
 480899644809949184 ,white people,race
 480900391404445696 ,nosey people,behavior
 480903692288151552 ,black people,race
 480904971572215808 ,ungrateful people,behavior
 480909446894194689 ,cheap people,behavior
 480916434621448195 ,black people,race
 480917491586068480 ,fat people,physical
 480918154269306880 ,pretty people,physical
 480918724698861569 ,white people,race
 480921555837669377 ,ignorant people,behavior
 480925095838232576 ,ignorant people,behavior
 480926547067412480 ,white people,race
 480959979847827456 ,fake people,behavior
 480960248300453888 ,famous people,other
 480963406611382273 ,cocky people,behavior
 480969119270187008 ,white people,race
 480980343210921984 ,black people,race
 480997133001056256 ,white people,race
 480999527974182912 ,homophobic people,sexual_orientation
 481040816689803265 ,inconsiderate people,behavior
 481058269180739584 ,white people,race
 481064879420608513 ,miserable people,behavior
 481065198187335682 ,pretty people,physical
 481066154472259584 ,pretty people,physical
 481068830446211072 ,white people,race
 481076581511593985 ,pretty people,physical
 481084064146153472 ,racist people,race
 481087985824194560 ,inconsiderate people,behavior
 481090791834521600 ,lazy people,behavior
 481095015469690880 ,lazy people,behavior
 481125323539349505 ,racist people,race
 481129073230774272 ,cocky people,behavior
 481133334659993601 ,white people,race
 481134186099535873 ,fake people,behavior
 481149927310237696 ,negative people,behavior
 481150724231802881 ,ungrateful people,behavior
 481157309306253312 ,homophobic people,sexual_orientation
 481157489661313024 ,old people,physical
 481162673791315968 ,selfish people,behavior
 481170085156241408 ,fake people,behavior
 481171863541149698 ,fake people,behavior
 481173776118206464 ,new people,other
 481194286265167872 ,fake people,behavior
 481206781104771072 ,white people,race
 481207661912801282 ,ignorant people,behavior
 481215345856765952 ,white people,race
 481216042140979200 ,stupid people,other
 481216960672571392 ,white people,race
 481218537755668480 ,white people,race
 481238506828603393 ,white people,race
 481254852035506176 ,ugly people,physical
 481261822939774976 ,greedy people,behavior
 481261915209867266 ,unappreciative people,behavior
 481262175294459905 ,weak people,physical
 481275936776921089 ,white people,race
 481277438349942784 ,white people,race
 481284077928972290 ,conceited people,behavior
 481287299154853888 ,phony people,behavior
 481287630509051904 ,temporary people,other
 481292630119440384 ,fake people,behavior
 481293015999209472 ,selfish people,behavior
 481309147275608066 ,childish people,behavior
 481311693235298304 ,dirty people,behavior
 481311756124311552 ,white people,race
 481315401008447488 ,cocky people,behavior
 481318991315496961 ,immature people,behavior
 481320274793492481 ,negative people,behavior
 481322581639716864 ,ignorant people,behavior
 481324137726894082 ,cocky people,behavior
 481332245324500993 ,white people,race
 481335252653051904 ,rude people,behavior
 481346686288015361 ,tall people,physical
 481349303567269888 ,fat people,physical
 481355955729604608 ,black people,race
 481357620855316480 ,childish people,behavior
 481366978360537089 ,ghetto people,class
 481449056670339072 ,cocky people,behavior
 481449136378499072 ,dumbass people,other
 481457709535883265 ,selfish people,behavior
 481464613339680769 ,shitty people,behavior
 481471106147037184 ,negative people,behavior
 481482204271218688 ,stupid people,other
 481483265438916608 ,selfish people,behavior
 481487593951854593 ,dishonest people,behavior
 481489707868884993 ,ungrateful people,behavior
 481492400615874560 ,stupid people,other
 481497106624942080 ,negative people,behavior
 481510566159474688 ,black people,race
 481511564391251968 ,black people,race
 481511614726672385 ,childish people,behavior
 481512415830368257 ,sneaky people,behavior
 481512503936307200 ,slow people,behavior
 481539179697147904 ,slow people,behavior
 481542677738315776 ,stupid people,other
